asv	sum.taxonomy	identificationRemarks
11	asv.11	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Planiliza	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Planiliza;s__Planiliza_affinis, confidences 1;1;1;1;1;1;0.98;0.36. No VSEARCH hits at 0.97 identity.
12	asv.12	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_macrognathos, confidences 1;1;1;0.98;0.89;0.89;0.73;0.36. No VSEARCH hits at 0.97 identity.
13	asv.13	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Centropomidae;g__Lates	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Centropomidae;g__Lates;s__Lates_japonicus, confidences 1;1;1;1;0.95;0.95;0.95;0.77. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ598368,AP017445, identities 100,97.1, taxonomy Lates_calcarifer,Lates_japonicus, consensus Eukaryota;Chordata;Actinopteri;Centropomidae;Lates.
14	asv.14	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277984, identities 100, taxonomy Nuchequula_blochii, consensus Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii.
15	asv.15	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Planiliza	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Planiliza;s__Planiliza_affinis, confidences 1;1;1;1;1;1;0.97;0.47. No VSEARCH hits at 0.97 identity.
16	asv.16	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.88;0.6;0.36. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC278077,MG748714, identities 99.4,99.4, taxonomy Nemapteryx_nenga,Nemapteryx_caelata, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx.
17	asv.17	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Dasyuromorphia;f__Thylacinidae;g__Thylacinus;s__Thylacinus_cynocephalus, confidences 1;0.99;0.86;0.48;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
18	asv.18	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;0.94;0.55;0.55;0.55;0.55. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KT852939, identities 100, taxonomy Neophocaena_asiaeorientalis, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena;Neophocaena_asiaeorientalis.
19	asv.19	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;0.98;0.94;0.74;0.43;0.25;0.25;0.25. No VSEARCH hits at 0.97 identity.
20	asv.20	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;0.97;0.96;0.74;0.29;0.18;0.18;0.18. No VSEARCH hits at 0.97 identity.
21	asv.21	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.93;0.6;0.35. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277826, identities 98.9, taxonomy Arius_oetik, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik.
22	asv.22	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Rhinolophidae;g__Rhinolophus;s__Rhinolophus_rex, confidences 1;1;1;0.9;0.11;0.04;0.04;0.02. No VSEARCH hits at 0.97 identity.
23	asv.23	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Dendrophysa;s__Dendrophysa_russelii, confidences 1;1;1;1;0.92;0.92;0.39;0.39. No VSEARCH hits at 0.97 identity.
24	asv.24	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277984, identities 100, taxonomy Nuchequula_blochii, consensus Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii.
25	asv.25	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Anodontostoma;s__Anodontostoma_chacunda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Anodontostoma;s__Anodontostoma_chacunda, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC466691, identities 99.4, taxonomy Anodontostoma_chacunda, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda.
26	asv.26	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;1;0.99;0.99;0.88;0.88. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits X78169, identities 97.1, taxonomy Stenella_coeruleoalba, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella_coeruleoalba.
27	asv.27	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.88;0.58;0.3. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC278077,MG748714, identities 99.4,99.4, taxonomy Nemapteryx_nenga,Nemapteryx_caelata, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx.
28	asv.28	sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus_gallus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus_gallus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY054997,LC012932,AP006746,EF373908,GU261693,GU261680,KY039393,MG605671,MH753652,EF373899, identities 100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,98.9, taxonomy Gallus_gallus,Chrysolophus_pictus,Gallus_sonneratii,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus, consensus Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus.
29	asv.29	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis, confidences 1;1;1;1;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277984, identities 100, taxonomy Nuchequula_blochii, consensus Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii.
30	asv.30	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Sparidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Sparidae;g__Acanthopagrus;s__Acanthopagrus_latus, confidences 1;1;1;1;0.99;0.99;0.51;0.49. No VSEARCH hits at 0.97 identity.
31	asv.31	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;0.99;0.85;0.47;0.13;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
32	asv.32	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;1;0.97;0.85;0.41;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
33	asv.33	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;0.9;0.48;0.48;0.48;0.48. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KT852939, identities 100, taxonomy Neophocaena_asiaeorientalis, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena;Neophocaena_asiaeorientalis.
34	asv.34	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Stolephorus;s__Stolephorus_insularis, confidences 1;1;1;0.87;0.49;0.42;0.32;0.11. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits AP011567,LC069395, identities 100,100, taxonomy Stolephorus_waitei,Stolephorus_dubiosus, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus.
35	asv.35	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Scatophagidae;g__Scatophagus;s__Scatophagus_argus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Scatophagidae;g__Scatophagus;s__Scatophagus_argus, confidences 1;1;1;1;1;1;0.93;0.93. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits AP006826,AF055598,KY379962,EF616897,LC630823, identities 100,99.4,98.9,98.8,98.3, taxonomy Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus, consensus Eukaryota;Chordata;Actinopteri;Scatophagidae;Scatophagus;Scatophagus_argus.
36	asv.36	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;1;1;0.97;0.91;0.91;0.9;0.9. No VSEARCH hits at 0.97 identity.
37	asv.37	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_tenuifilis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_tenuifilis, confidences 1;1;1;1;1;1;0.97;0.94. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_051981,MH465027, identities 98.8,98.8, taxonomy Setipinna_tenuifilis,Setipinna_taty, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna.
38	asv.38	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;0.95;0.94;0.72;0.32;0.19;0.19;0.19. No VSEARCH hits at 0.97 identity.
39	asv.39	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;0.98;0.95;0.72;0.45;0.27;0.27;0.27. No VSEARCH hits at 0.97 identity.
40	asv.40	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Atelidae;g__Alouatta;s__Alouatta_seniculus, confidences 1;1;0.97;0.76;0.42;0.16;0.13;0.11. No VSEARCH hits at 0.97 identity.
41	asv.41	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;0.97;0.96;0.7;0.34;0.23;0.23;0.23. No VSEARCH hits at 0.97 identity.
42	asv.42	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Rhinolophidae;g__Rhinolophus;s__Rhinolophus_rex, confidences 1;1;1;0.87;0.09;0.04;0.04;0.02. No VSEARCH hits at 0.97 identity.
43	asv.43	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.93;0.61;0.36. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277826, identities 98.9, taxonomy Arius_oetik, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik.
44	asv.44	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Pitheciidae;g__Pithecia;s__Pithecia_pithecia, confidences 1;0.99;0.98;0.8;0.22;0.08;0.05;0.05. No VSEARCH hits at 0.97 identity.
45	asv.45	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.
46	asv.46	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;1;0.99;0.99;0.91;0.91. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits X78169, identities 97.1, taxonomy Stenella_coeruleoalba, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella_coeruleoalba.
47	asv.47	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Pangasiidae;g__Pangasius;s__Pangasius_pangasius	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Pangasiidae;g__Pangasius;s__Pangasius_pangasius, confidences 1;1;1;1;1;0.99;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC572135,MH688294, identities 99.4,97.1, taxonomy Pangasius_pangasius,Pangasius_macronema, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pangasius.
48	asv.48	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Dendrophysa;s__Dendrophysa_russelii, confidences 1;1;1;1;0.93;0.93;0.4;0.4. No VSEARCH hits at 0.97 identity.
