asv	sum.taxonomy	identificationRemarks
11	asv.11	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KT372134,KF569218,AY337045,KF472177,KT261430,KX147101,AY334492,KM520149,KM520139,KT194217, identities 100,100,99.4,99.4,99.4,98.8,98.8,98.8,98.8,98.8, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.
12	asv.12	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Euthynnus;s__Euthynnus_affinis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Euthynnus;s__Euthynnus_affinis, confidences 1;1;1;1;1;1;0.93;0.93. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits OP057037,AP012946,AB099716,AB103467,NC_005316,KP793738,OP057064,AB105165,KP259551,MK801690, identities 100,100,99.4,98.8,98.8,98.8,98.2,98.2,98.2,98.2, taxonomy Sphyrna_zygaena,Euthynnus_affinis,Euthynnus_alletteratus,Auxis_rochei,Katsuwonus_pelamis,Euthynnus_affinis,Makaira_nigricans,Auxis_rochei,Auxis_thazard,Auxis_thazard, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae.
13	asv.13	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
14	asv.14	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_sexmaculata, confidences 1;1;1;1;0.94;0.94;0.91;0.4. No VSEARCH hits at 0.97 identity.
15	asv.15	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_sexmaculata, confidences 1;1;1;1;0.95;0.95;0.93;0.42. No VSEARCH hits at 0.97 identity.
16	asv.16	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinopsidae;g__Menidia;s__Menidia_beryllina, confidences 1;1;1;0.95;0.66;0.66;0.49;0.28. No VSEARCH hits at 0.97 identity.
17	asv.17	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa, confidences 1;1;1;1;1;1;1;0.98. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KT372134,KF569218,AY337045,KF472177,KT261430,KX147101,AY334492,KM520149,KM520139,KT194217, identities 100,100,99.4,99.4,99.4,98.8,98.8,98.8,98.8,98.8, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.
18	asv.18	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinopsidae;g__Menidia;s__Menidia_beryllina, confidences 1;1;1;1;0.57;0.57;0.44;0.27. No VSEARCH hits at 0.97 identity.
19	asv.19	sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.97;0.97;0.97;0.97;0.97;0.97;0.97. No VSEARCH hits at 0.97 identity.
20	asv.20	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Euthynnus;s__Euthynnus_affinis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Euthynnus;s__Euthynnus_affinis, confidences 1;1;1;1;1;1;0.93;0.93. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits OP057037,AP012946,AB099716,AB103467,NC_005316,KP793738,OP057064,AB105165,KP259551,MK801690, identities 100,100,99.4,98.8,98.8,98.8,98.2,98.2,98.2,98.2, taxonomy Sphyrna_zygaena,Euthynnus_affinis,Euthynnus_alletteratus,Auxis_rochei,Katsuwonus_pelamis,Euthynnus_affinis,Makaira_nigricans,Auxis_rochei,Auxis_thazard,Auxis_thazard, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae.
21	asv.21	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Rhombosoleidae;g__Peltorhamphus;s__Peltorhamphus_novaezeelandiae, confidences 1;1;1;0.88;0.08;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
22	asv.22	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.5;0.48;0.48;0.48;0.48;0.48;0.48. No VSEARCH hits at 0.97 identity.
23	asv.23	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
24	asv.24	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
25	asv.25	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Thunnus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Thunnus;s__Thunnus_albacares, confidences 1;1;1;1;1;1;0.98;0.17. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KP259550,KM405517,KY400011,KF925362,AP006034,KF906720,DQ854647,NC_005317,LC377898,KF906721, identities 100,100,100,99.4,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Thunnus_albacares,Thunnus_atlanticus,Thunnus_obesus,Thunnus_maccoyii,Thunnus_thynnus,Thunnus_thynnus,Thunnus_thynnus,Thunnus_alalunga,Thunnus_orientalis,Thunnus_orientalis, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus.
26	asv.26	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinopsidae;g__Menidia;s__Menidia_menidia, confidences 1;1;1;1;0.64;0.63;0.4;0.22. No VSEARCH hits at 0.97 identity.
27	asv.27	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
28	asv.28	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
29	asv.29	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Ostraciidae;g__Ostracion;s__Ostracion_immaculatus, confidences 1;0.99;0.96;0.85;0.07;0.04;0.03;0.02. No VSEARCH hits at 0.97 identity.
30	asv.30	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__Kyphosus_vaigiensis, confidences 1;1;1;1;1;1;0.97;0.73. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC136578,OP035143,OP057015,KX494866,OP404770,AP011061,KC136522,KC136453,KC136405,KC136565, identities 100,98.3,98.3,98.3,98.3,98.2,98.2,98.2,98.2,98.2, taxonomy Kyphosus_ocyurus,Kyphosus_vaigiensis,Kyphosus_incisor,Kyphosus_bigibbus,Kyphosus_sectatrix,Kyphosus_cinerascens,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_elegans, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus.
31	asv.31	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Rhombosoleidae;g__Peltorhamphus;s__Peltorhamphus_novaezeelandiae, confidences 1;1;1;0.9;0.07;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
32	asv.32	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Pseudojuloides;s__Pseudojuloides_atavai, confidences 1;0.99;0.99;0.94;0.31;0.31;0.05;0.05. No VSEARCH hits at 0.97 identity.
33	asv.33	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Thunnus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Thunnus;s__Thunnus_albacares, confidences 1;1;1;1;1;1;0.98;0.13. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KP259550,KM405517,KY400011,KF925362,AP006034,KF906720,DQ854647,NC_005317,LC377898,KF906721, identities 100,100,100,99.4,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Thunnus_albacares,Thunnus_atlanticus,Thunnus_obesus,Thunnus_maccoyii,Thunnus_thynnus,Thunnus_thynnus,Thunnus_thynnus,Thunnus_alalunga,Thunnus_orientalis,Thunnus_orientalis, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus.
34	asv.34	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
35	asv.35	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
36	asv.36	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Ostraciidae;g__Ostracion;s__Ostracion_immaculatus, confidences 1;0.99;0.96;0.83;0.07;0.04;0.03;0.01. No VSEARCH hits at 0.97 identity.
37	asv.37	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Decapterus;s__Decapterus_macarellus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Decapterus;s__Decapterus_macarellus, confidences 1;1;1;1;1;1;0.98;0.87. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KM986880,OP057048,LC649155,LC645286,LC277967,LC277956,MT818506,AB969924,LC036987,MZ597959, identities 100,98.8,98.8,98.2,98.2,98.2,97.6,97.6,97,97, taxonomy Decapterus_macarellus,Gymnomuraena_zebra,Decapterus_muroadsi,Decapterus_macrosoma,Decapterus_smithvanizi,Decapterus_kurroides,Decapterus_maruadsi,Decapterus_macrosoma,Decapterus_russelli,Decapterus_russelli, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus.
38	asv.38	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.3;0.29;0.29;0.29;0.29;0.29;0.29. No VSEARCH hits at 0.97 identity.
39	asv.39	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__Kyphosus_vaigiensis, confidences 1;1;1;1;0.98;0.98;0.95;0.67. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC136578,OP035143,OP057015,KX494866,OP404770,AP011061,KC136522,KC136453,KC136405,KC136565, identities 100,98.3,98.3,98.3,98.3,98.2,98.2,98.2,98.2,98.2, taxonomy Kyphosus_ocyurus,Kyphosus_vaigiensis,Kyphosus_incisor,Kyphosus_bigibbus,Kyphosus_sectatrix,Kyphosus_cinerascens,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_elegans, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus.
40	asv.40	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__Kyphosus_vaigiensis, confidences 1;1;1;1;1;1;0.97;0.73. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC136578,OP035143,OP057015,KX494866,OP404770,AP011061,KC136522,KC136453,KC136405,KC136565, identities 100,98.3,98.3,98.3,98.3,98.2,98.2,98.2,98.2,98.2, taxonomy Kyphosus_ocyurus,Kyphosus_vaigiensis,Kyphosus_incisor,Kyphosus_bigibbus,Kyphosus_sectatrix,Kyphosus_cinerascens,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_elegans, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus.
41	asv.41	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Elagatis;s__Elagatis_bipinnulata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Elagatis;s__Elagatis_bipinnulata, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KT824759,OP537860, identities 100,99.4, taxonomy Elagatis_bipinnulata,Elagatis_bipinnulata, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata.
42	asv.42	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Ostraciidae;g__Ostracion;s__Ostracion_immaculatus, confidences 1;0.99;0.98;0.89;0.09;0.08;0.08;0.07. No VSEARCH hits at 0.97 identity.
